timestamp,run_id,split,scenario_label,event_stage,rated_current_a,current_l1_a,current_l2_a,current_l3_a,cabinet_temperature_c,surface_temperature_l1_c,surface_temperature_l2_c,surface_temperature_l3_c,relative_humidity_pct,pd_index,pd_pulse_count,arc_status,overload_flag,connection_fault_flag,insulation_risk_flag
2026-01-01T01:00:00,run_001,train,arc,normal,600.0,233.63,222.37,224.37,27.0,32.7,33.15,33.29,56.84,4.78,6,0,0,0,0
2026-01-01T01:05:00,run_001,train,arc,normal,600.0,228.74,222.96,236.64,26.9,32.67,32.83,33.1,56.68,0.0,1,0,0,0,0
2026-01-01T01:10:00,run_001,train,arc,normal,600.0,217.91,226.92,223.2,26.86,32.43,32.58,32.99,57.11,3.62,1,0,0,0,0
2026-01-01T01:15:00,run_001,train,arc,normal,600.0,220.22,215.73,217.83,26.77,32.19,32.12,32.99,57.48,3.75,4,0,0,0,0
2026-01-01T01:20:00,run_001,train,arc,normal,600.0,228.34,238.86,239.78,26.57,32.11,32.04,33.1,58.13,4.44,6,0,0,0,0
2026-01-01T01:25:00,run_001,train,arc,normal,600.0,221.29,220.78,219.9,26.57,32.11,31.84,32.85,58.18,0.7,1,0,0,0,0
2026-01-01T01:30:00,run_001,train,arc,normal,600.0,226.19,227.3,224.44,26.5,31.91,31.58,32.76,58.14,1.83,1,0,0,0,0
2026-01-01T01:35:00,run_001,train,arc,normal,600.0,217.86,219.44,224.23,26.51,31.9,31.49,32.49,58.46,2.51,3,0,0,0,0
2026-01-01T01:40:00,run_001,train,arc,normal,600.0,233.41,232.27,221.05,26.43,32.03,31.45,32.24,58.68,3.27,2,0,0,0,0
2026-01-01T01:45:00,run_001,train,arc,normal,600.0,236.65,248.27,237.83,26.32,31.9,31.62,32.08,58.74,4.52,5,0,0,0,0
2026-01-01T01:50:00,run_001,train,arc,normal,600.0,235.27,226.38,234.62,26.29,31.63,31.48,32.3,58.83,3.19,1,0,0,0,0
2026-01-01T01:55:00,run_001,train,arc,normal,600.0,232.01,241.84,229.5,26.21,31.56,31.5,32.33,58.73,3.9,3,0,0,0,0
2026-01-01T02:00:00,run_001,train,arc,normal,600.0,227.42,229.53,227.72,26.22,31.41,31.4,32.26,58.91,1.89,2,0,0,0,0
2026-01-01T02:05:00,run_001,train,arc,normal,600.0,228.4,227.82,231.32,26.17,31.33,31.36,32.19,58.75,2.33,1,0,0,0,0
2026-01-01T02:10:00,run_001,train,arc,normal,600.0,243.25,236.29,234.89,26.28,31.19,31.3,31.7,59.24,3.95,1,0,0,0,0
2026-01-01T02:15:00,run_001,train,arc,normal,600.0,248.98,244.53,249.47,26.21,31.31,31.45,31.91,59.43,1.14,2,0,0,0,0
2026-01-01T02:20:00,run_001,train,arc,normal,600.0,250.07,246.38,243.43,26.34,31.59,31.44,32.0,59.3,4.45,4,0,0,0,0
2026-01-01T02:25:00,run_001,train,arc,normal,600.0,248.84,260.74,259.81,26.31,31.56,31.3,31.86,59.32,3.28,0,0,0,0,0
2026-01-01T02:30:00,run_001,train,arc,normal,600.0,241.23,242.09,243.59,26.25,31.57,31.32,31.76,59.23,3.53,3,0,0,0,0
2026-01-01T02:35:00,run_001,train,arc,normal,600.0,256.3,250.66,263.75,26.19,31.88,31.44,31.7,59.88,3.63,0,0,0,0,0
2026-01-01T02:40:00,run_001,train,arc,normal,600.0,265.71,266.68,262.47,26.24,31.74,31.36,31.88,59.65,2.01,3,0,0,0,0
2026-01-01T02:45:00,run_001,train,arc,normal,600.0,250.52,253.25,252.0,26.2,31.73,31.3,31.95,59.75,0.0,2,0,0,0,0
2026-01-01T02:50:00,run_001,train,arc,normal,600.0,273.68,258.2,253.13,26.22,31.85,31.64,31.89,59.75,3.79,2,0,0,0,0
2026-01-01T02:55:00,run_001,train,arc,normal,600.0,268.17,275.09,261.1,26.11,31.9,31.95,32.15,59.88,2.98,4,0,0,0,0
2026-01-01T03:00:00,run_001,train,arc,normal,600.0,260.16,260.48,255.42,26.09,32.0,32.03,31.95,60.15,5.52,6,0,0,0,0
2026-01-01T03:05:00,run_001,train,arc,normal,600.0,248.06,260.93,263.79,26.07,31.94,32.09,32.05,60.02,3.58,3,0,0,0,0
2026-01-01T03:10:00,run_001,train,arc,normal,600.0,259.82,252.5,249.93,26.09,32.03,32.28,31.86,60.01,6.16,7,0,0,0,0
2026-01-01T03:15:00,run_001,train,arc,normal,600.0,269.46,266.17,265.69,26.01,31.82,32.22,32.07,60.11,6.42,5,0,0,0,0
2026-01-01T03:20:00,run_001,train,arc,normal,600.0,262.24,256.35,263.83,26.02,31.95,32.16,32.05,60.04,5.05,6,0,0,0,0
2026-01-01T03:25:00,run_001,train,arc,normal,600.0,258.98,254.07,266.47,26.11,31.93,32.1,32.27,60.13,0.82,3,0,0,0,0
2026-01-01T03:30:00,run_001,train,arc,normal,600.0,244.57,256.05,253.98,26.01,31.95,32.01,32.18,60.05,1.77,3,0,0,0,0
2026-01-01T03:35:00,run_001,train,arc,normal,600.0,224.72,225.05,225.95,26.07,31.85,31.78,31.91,59.63,1.77,0,0,0,0,0
2026-01-01T03:40:00,run_001,train,arc,normal,600.0,225.58,222.34,221.17,26.07,31.94,31.94,31.79,59.16,5.24,2,0,0,0,0
2026-01-01T03:45:00,run_001,train,arc,normal,600.0,222.15,227.9,229.11,26.04,31.78,31.89,31.54,59.35,1.74,3,0,0,0,0
2026-01-01T03:50:00,run_001,train,arc,normal,600.0,230.42,228.06,242.04,26.1,31.81,31.66,31.59,59.78,2.08,2,0,0,0,0
2026-01-01T03:55:00,run_001,train,arc,normal,600.0,233.8,235.29,241.08,26.13,31.72,31.53,31.69,59.78,2.53,4,0,0,0,0
2026-01-01T04:00:00,run_001,train,arc,normal,600.0,238.65,232.8,234.23,26.12,31.61,31.6,31.6,59.58,2.86,2,0,0,0,0
2026-01-01T04:05:00,run_001,train,arc,normal,600.0,242.68,238.9,239.82,26.16,31.73,31.55,31.79,59.94,0.06,1,0,0,0,0
2026-01-01T04:10:00,run_001,train,arc,normal,600.0,240.21,237.67,243.76,26.25,31.56,31.47,31.83,60.13,3.4,3,0,0,0,0
2026-01-01T04:15:00,run_001,train,arc,normal,600.0,237.76,237.72,227.51,26.38,31.57,31.47,31.81,60.44,3.32,1,0,0,0,0
2026-01-01T04:20:00,run_001,train,arc,normal,600.0,232.52,229.0,230.47,26.39,31.47,31.16,31.7,60.3,1.48,1,0,0,0,0
2026-01-01T04:25:00,run_001,train,arc,normal,600.0,249.1,240.61,241.12,26.37,31.6,31.12,31.73,60.34,0.0,2,0,0,0,0
2026-01-01T04:30:00,run_001,train,arc,normal,600.0,235.42,242.73,245.46,26.39,31.54,31.12,31.58,61.12,0.91,2,0,0,0,0
2026-01-01T04:35:00,run_001,train,arc,normal,600.0,238.31,239.24,237.19,26.43,31.5,31.19,31.65,60.43,1.38,2,0,0,0,0
2026-01-01T04:40:00,run_001,train,arc,normal,600.0,247.67,249.26,254.43,26.43,31.54,31.34,31.66,60.46,0.64,4,0,0,0,0
2026-01-01T04:45:00,run_001,train,arc,normal,600.0,250.64,245.15,249.63,26.49,31.56,31.2,31.7,60.7,4.77,7,0,0,0,0
2026-01-01T04:50:00,run_001,train,arc,normal,600.0,251.36,251.29,252.65,26.47,31.58,31.15,31.79,60.84,5.11,5,0,0,0,0
2026-01-01T04:55:00,run_001,train,arc,normal,600.0,242.59,236.87,236.68,26.5,31.73,31.11,31.72,60.36,0.55,3,0,0,0,0
2026-01-01T05:00:00,run_001,train,arc,normal,600.0,245.08,249.77,249.96,26.56,31.9,31.43,31.81,60.61,4.31,3,0,0,0,0
2026-01-01T05:05:00,run_001,train,arc,normal,600.0,246.14,241.58,241.73,26.54,31.93,31.44,31.77,60.64,3.17,5,0,0,0,0
2026-01-01T05:10:00,run_001,train,arc,normal,600.0,236.48,243.33,236.81,26.67,31.78,31.45,31.81,60.66,1.18,0,0,0,0,0
2026-01-01T05:15:00,run_001,train,arc,normal,600.0,218.94,213.26,221.46,26.69,31.61,31.41,31.62,60.17,1.43,3,0,0,0,0
2026-01-01T05:20:00,run_001,train,arc,normal,600.0,226.73,223.16,234.14,26.81,31.65,31.37,31.78,59.9,3.54,1,0,0,0,0
2026-01-01T05:25:00,run_001,train,arc,normal,600.0,231.83,229.72,233.04,26.82,31.69,31.49,31.52,59.86,0.0,0,0,0,0,0
2026-01-01T05:30:00,run_001,train,arc,normal,600.0,225.74,225.76,220.06,26.94,31.65,31.52,31.39,59.72,1.08,1,0,0,0,0
2026-01-01T05:35:00,run_001,train,arc,normal,600.0,242.66,240.67,239.56,26.9,31.71,31.66,31.58,59.62,3.42,5,0,0,0,0
2026-01-01T05:40:00,run_001,train,arc,normal,600.0,259.53,259.57,250.67,27.06,31.84,31.95,31.68,59.51,2.23,3,0,0,0,0
2026-01-01T05:45:00,run_001,train,arc,normal,600.0,256.52,255.87,250.53,27.06,31.82,32.18,31.82,59.33,4.35,5,0,0,0,0
2026-01-01T05:50:00,run_001,train,arc,normal,600.0,254.88,243.1,244.13,27.07,31.87,32.27,31.86,59.54,2.39,1,0,0,0,0
2026-01-01T05:55:00,run_001,train,arc,normal,600.0,253.39,244.33,246.54,27.14,31.8,32.19,31.77,59.2,5.42,2,0,0,0,0
2026-01-01T06:00:00,run_001,train,arc,normal,600.0,237.12,243.31,237.1,27.09,31.62,31.94,31.91,59.12,5.23,7,0,0,0,0
2026-01-01T06:05:00,run_001,train,arc,normal,600.0,236.92,244.16,236.38,27.09,31.66,31.9,31.96,59.04,3.81,5,0,0,0,0
2026-01-01T06:10:00,run_001,train,arc,normal,600.0,250.04,254.01,252.61,27.13,31.72,32.12,32.08,59.0,4.07,6,0,0,0,0
2026-01-01T06:15:00,run_001,train,arc,normal,600.0,248.35,248.84,251.48,27.16,31.77,32.28,32.0,58.91,3.69,3,0,0,0,0
2026-01-01T06:20:00,run_001,train,arc,normal,600.0,259.28,256.75,258.54,27.2,31.95,32.32,32.14,59.3,4.88,3,0,0,0,0
2026-01-01T06:25:00,run_001,train,arc,normal,600.0,257.95,254.28,261.09,27.28,31.98,32.46,32.26,58.89,3.98,1,0,0,0,0
2026-01-01T06:30:00,run_001,train,arc,normal,600.0,252.07,256.53,252.13,27.4,32.11,32.6,32.41,58.79,5.6,4,0,0,0,0
2026-01-01T06:35:00,run_001,train,arc,normal,600.0,256.05,260.21,256.15,27.45,32.33,32.65,32.62,58.52,1.92,5,0,0,0,0
2026-01-01T06:40:00,run_001,train,arc,normal,600.0,270.68,273.31,274.54,27.53,32.37,32.86,32.68,58.27,4.03,3,0,0,0,0
2026-01-01T06:45:00,run_001,train,arc,normal,600.0,274.74,276.4,279.29,27.7,32.62,32.81,32.98,58.15,0.4,1,0,0,0,0
2026-01-01T06:50:00,run_001,train,arc,normal,600.0,286.33,283.11,282.03,27.76,32.77,33.13,33.22,58.45,0.55,2,0,0,0,0
2026-01-01T06:55:00,run_001,train,arc,normal,600.0,282.54,280.19,290.73,27.86,32.94,33.32,33.65,58.58,4.34,2,0,0,0,0
2026-01-01T07:00:00,run_001,train,arc,normal,600.0,289.27,280.53,277.48,27.78,33.23,33.33,33.83,58.17,4.55,6,0,0,0,0
2026-01-01T07:05:00,run_001,train,arc,normal,600.0,266.11,264.98,262.71,27.89,33.59,33.47,33.79,58.15,2.99,3,0,0,0,0
2026-01-01T07:10:00,run_001,train,arc,normal,600.0,255.51,266.47,264.79,27.95,33.59,33.57,34.07,58.34,3.11,0,0,0,0,0
2026-01-01T07:15:00,run_001,train,arc,normal,600.0,262.65,255.95,270.8,28.06,33.46,33.54,34.28,58.73,5.42,4,0,0,0,0
2026-01-01T07:20:00,run_001,train,arc,normal,600.0,274.65,261.67,255.26,28.06,33.65,33.82,34.29,58.99,3.36,6,0,0,0,0
2026-01-01T07:25:00,run_001,train,arc,normal,600.0,274.17,269.38,272.29,28.18,33.61,33.62,34.19,59.32,2.28,0,0,0,0,0
2026-01-01T07:30:00,run_001,train,arc,normal,600.0,270.84,268.13,267.7,28.35,33.79,33.76,34.33,59.32,2.67,3,0,0,0,0
2026-01-01T07:35:00,run_001,train,arc,normal,600.0,271.82,263.37,269.48,28.49,34.0,33.94,34.2,59.17,3.55,4,0,0,0,0
2026-01-01T07:40:00,run_001,train,arc,normal,600.0,277.08,278.54,270.36,28.52,34.17,34.06,34.42,58.87,0.51,0,0,0,0,0
2026-01-01T07:45:00,run_001,train,arc,normal,600.0,261.85,265.28,276.32,28.55,34.28,33.94,34.39,59.12,4.02,3,0,0,0,0
2026-01-01T07:50:00,run_001,train,arc,normal,600.0,257.76,263.5,258.29,28.65,34.38,33.91,34.48,59.13,4.55,4,0,0,0,0
2026-01-01T07:55:00,run_001,train,arc,normal,600.0,259.71,249.47,253.91,28.79,34.53,34.07,34.69,58.96,0.0,2,0,0,0,0
2026-01-01T08:00:00,run_001,train,arc,normal,600.0,265.36,266.3,267.97,28.87,34.78,34.25,34.66,58.94,1.14,2,0,0,0,0
2026-01-01T08:05:00,run_001,train,arc,normal,600.0,280.98,274.27,272.53,29.03,35.03,34.46,34.88,58.87,3.24,2,0,0,0,0
2026-01-01T08:10:00,run_001,train,arc,normal,600.0,273.33,279.82,270.51,29.12,35.08,34.47,34.94,59.13,3.75,3,0,0,0,0
2026-01-01T08:15:00,run_001,train,arc,normal,600.0,285.14,282.93,274.07,29.07,35.11,34.76,34.97,58.39,3.68,4,0,0,0,0
2026-01-01T08:20:00,run_001,train,arc,normal,600.0,286.19,291.49,294.43,29.18,35.22,34.88,35.33,58.48,3.75,2,0,0,0,0
2026-01-01T08:25:00,run_001,train,arc,normal,600.0,307.71,298.33,306.26,29.23,35.46,35.1,35.41,58.42,2.97,5,0,0,0,0
2026-01-01T08:30:00,run_001,train,arc,normal,600.0,304.72,295.26,309.57,29.36,35.81,35.39,35.63,58.09,2.74,0,0,0,0,0
2026-01-01T08:35:00,run_001,train,arc,normal,600.0,307.76,305.62,311.71,29.34,36.12,35.99,36.01,57.96,4.94,9,0,0,0,0
2026-01-01T08:40:00,run_001,train,arc,normal,600.0,305.58,290.41,294.2,29.4,36.33,36.09,36.12,57.7,5.55,3,0,0,0,0
2026-01-01T08:45:00,run_001,train,arc,normal,600.0,286.87,271.66,282.76,29.53,36.4,36.27,36.19,57.65,3.57,3,0,0,0,0
2026-01-01T08:50:00,run_001,train,arc,normal,600.0,293.31,283.29,287.99,29.57,36.36,36.4,36.36,57.25,2.3,4,0,0,0,0
2026-01-01T08:55:00,run_001,train,arc,normal,600.0,292.47,291.85,287.04,29.64,36.57,36.62,36.51,56.89,5.83,6,0,0,0,0
2026-01-01T09:00:00,run_001,train,arc,critical,600.0,307.5,297.81,304.53,29.67,36.74,36.81,36.86,56.82,4.74,2,1,0,0,0
2026-01-01T09:05:00,run_001,train,arc,normal,600.0,309.77,307.95,311.82,29.75,36.84,37.03,37.02,56.85,1.91,1,0,0,0,0
2026-01-01T09:10:00,run_001,train,arc,normal,600.0,290.65,291.86,291.45,29.75,37.04,37.11,37.28,56.82,4.39,4,0,0,0,0
2026-01-01T09:15:00,run_001,train,arc,normal,600.0,308.62,304.8,298.49,29.89,37.25,37.26,37.38,57.09,3.04,4,0,0,0,0
2026-01-01T09:20:00,run_001,train,arc,normal,600.0,307.76,305.87,319.58,29.99,37.5,37.61,37.29,56.46,5.22,1,0,0,0,0
2026-01-01T09:25:00,run_001,train,arc,normal,600.0,306.64,313.59,305.11,30.05,37.56,37.73,37.34,56.58,0.0,1,0,0,0,0
2026-01-01T09:30:00,run_001,train,arc,normal,600.0,297.9,294.79,301.19,30.22,37.7,37.71,37.57,56.89,1.97,1,0,0,0,0
2026-01-01T09:35:00,run_001,train,arc,normal,600.0,300.36,300.37,290.65,30.27,38.05,37.7,37.52,56.89,4.31,2,0,0,0,0
2026-01-01T09:40:00,run_001,train,arc,normal,600.0,288.9,285.73,296.6,30.31,37.9,37.77,37.63,56.63,3.44,5,0,0,0,0
2026-01-01T09:45:00,run_001,train,arc,normal,600.0,293.47,303.15,289.65,30.34,37.75,37.79,37.61,56.61,0.57,1,0,0,0,0
2026-01-01T09:50:00,run_001,train,arc,normal,600.0,291.4,285.53,287.12,30.43,37.63,37.68,37.46,56.38,4.35,5,0,0,0,0
2026-01-01T09:55:00,run_001,train,arc,normal,600.0,298.36,296.75,296.45,30.53,37.66,37.74,37.29,56.56,2.16,3,0,0,0,0
2026-01-01T10:00:00,run_001,train,arc,normal,600.0,291.81,294.71,292.9,30.53,37.51,37.93,37.42,56.79,4.45,1,0,0,0,0
2026-01-01T10:05:00,run_001,train,arc,normal,600.0,298.06,295.58,296.13,30.48,37.6,38.06,37.41,57.0,4.61,4,0,0,0,0
2026-01-01T10:10:00,run_001,train,arc,normal,600.0,308.52,296.76,292.78,30.61,37.91,38.05,37.59,57.15,5.22,2,0,0,0,0
2026-01-01T10:15:00,run_001,train,arc,normal,600.0,302.4,303.28,302.66,30.62,37.85,37.9,37.81,56.56,2.46,0,0,0,0,0
2026-01-01T10:20:00,run_001,train,arc,normal,600.0,316.7,309.52,301.61,30.63,38.28,38.16,38.19,56.47,3.23,5,0,0,0,0
2026-01-01T10:25:00,run_001,train,arc,normal,600.0,308.01,305.38,298.54,30.68,38.44,38.18,38.23,56.37,3.33,1,0,0,0,0
2026-01-01T10:30:00,run_001,train,arc,normal,600.0,292.55,301.18,296.23,30.66,38.32,38.1,38.25,56.36,5.28,4,0,0,0,0
2026-01-01T10:35:00,run_001,train,arc,normal,600.0,304.47,313.63,315.98,30.8,38.29,38.25,38.36,56.05,4.32,6,0,0,0,0
2026-01-01T10:40:00,run_001,train,arc,normal,600.0,326.58,322.86,328.97,30.92,38.65,38.55,38.43,56.13,4.89,5,0,0,0,0
2026-01-01T10:45:00,run_001,train,arc,normal,600.0,333.8,334.72,325.98,31.02,38.92,38.79,38.75,56.12,3.63,7,0,0,0,0
2026-01-01T10:50:00,run_001,train,arc,normal,600.0,333.41,325.67,319.41,31.08,39.34,38.97,38.88,55.64,3.34,3,0,0,0,0
2026-01-01T10:55:00,run_001,train,arc,normal,600.0,346.36,334.17,348.82,31.09,39.6,39.02,39.3,55.41,5.41,5,0,0,0,0
2026-01-01T11:00:00,run_001,train,arc,normal,600.0,332.96,328.24,342.67,31.29,39.81,39.24,39.75,55.42,1.48,3,0,0,0,0
2026-01-01T11:05:00,run_001,train,arc,normal,600.0,347.52,346.2,352.82,31.38,39.98,39.54,39.98,55.81,2.96,2,0,0,0,0
2026-01-01T11:10:00,run_001,train,arc,normal,600.0,332.52,340.55,338.14,31.33,39.99,39.75,40.17,55.77,4.57,3,0,0,0,0
2026-01-01T11:15:00,run_001,train,arc,normal,600.0,340.64,336.96,334.93,31.43,40.17,40.01,40.15,55.65,0.58,2,0,0,0,0
2026-01-01T11:20:00,run_001,train,arc,normal,600.0,335.05,328.52,331.77,31.38,40.45,40.12,40.51,55.43,2.71,2,0,0,0,0
2026-01-01T11:25:00,run_001,train,arc,normal,600.0,328.7,336.78,335.5,31.38,40.65,40.18,40.62,55.58,3.59,2,0,0,0,0
2026-01-01T11:30:00,run_001,train,arc,normal,600.0,337.65,336.1,329.82,31.35,40.75,40.44,40.57,55.6,3.0,6,0,0,0,0
2026-01-01T11:35:00,run_001,train,arc,normal,600.0,355.41,349.64,359.33,31.43,40.88,40.54,40.97,55.16,0.37,0,0,0,0,0
2026-01-01T11:40:00,run_001,train,arc,normal,600.0,358.36,371.9,369.23,31.44,41.18,41.0,41.45,55.08,3.94,5,0,0,0,0
2026-01-01T11:45:00,run_001,train,arc,normal,600.0,366.09,350.26,355.42,31.41,41.72,41.1,41.75,55.31,2.09,3,0,0,0,0
2026-01-01T11:50:00,run_001,train,arc,normal,600.0,359.71,352.98,357.74,31.44,42.06,41.28,41.9,55.01,2.62,3,0,0,0,0
2026-01-01T11:55:00,run_001,train,arc,normal,600.0,377.17,373.91,373.53,31.48,42.5,41.39,42.25,55.31,3.11,1,0,0,0,0
2026-01-01T12:00:00,run_001,train,arc,normal,600.0,363.44,361.4,372.64,31.55,42.74,41.59,42.49,54.98,2.68,4,0,0,0,0
2026-01-01T12:05:00,run_001,train,arc,normal,600.0,363.36,358.88,357.15,31.64,42.79,41.53,42.49,54.78,1.7,4,0,0,0,0
2026-01-01T12:10:00,run_001,train,arc,normal,600.0,353.34,354.53,352.62,31.68,42.81,41.65,42.5,54.92,0.57,1,0,0,0,0
2026-01-01T12:15:00,run_001,train,arc,normal,600.0,344.93,339.78,338.71,31.78,42.73,41.71,42.23,54.88,1.25,3,0,0,0,0
2026-01-01T12:20:00,run_001,train,arc,normal,600.0,343.7,344.15,346.57,31.9,42.63,41.9,42.19,54.59,3.0,3,0,0,0,0
2026-01-01T12:25:00,run_001,train,arc,normal,600.0,358.94,356.79,351.21,31.99,42.71,42.04,42.45,54.26,3.44,4,0,0,0,0
2026-01-01T12:30:00,run_001,train,arc,normal,600.0,379.74,354.51,364.81,32.02,43.13,42.16,42.73,54.4,2.17,2,0,0,0,0
2026-01-01T12:35:00,run_001,train,arc,normal,600.0,370.67,380.21,381.74,32.12,43.25,42.58,42.87,54.18,3.88,6,0,0,0,0
2026-01-01T12:40:00,run_001,train,arc,normal,600.0,377.94,385.04,385.89,32.23,43.52,42.86,43.38,54.36,4.07,4,0,0,0,0
2026-01-01T12:45:00,run_001,train,arc,normal,600.0,384.41,396.2,394.6,32.3,43.78,43.26,43.69,54.49,4.36,3,0,0,0,0
2026-01-01T12:50:00,run_001,train,arc,normal,600.0,405.39,393.3,394.2,32.39,44.27,43.51,43.91,54.67,3.83,3,0,0,0,0
2026-01-01T12:55:00,run_001,train,arc,normal,600.0,399.83,410.37,404.17,32.48,44.43,44.22,44.35,54.71,3.4,5,0,0,0,0
2026-01-01T13:00:00,run_001,train,arc,normal,600.0,416.7,401.73,386.75,32.49,44.99,44.59,44.64,54.76,4.06,4,0,0,0,0
2026-01-01T13:05:00,run_001,train,arc,normal,600.0,394.01,392.16,375.02,32.43,45.19,44.58,44.94,54.5,5.19,3,0,0,0,0
2026-01-01T13:10:00,run_001,train,arc,normal,600.0,393.49,396.42,383.59,32.41,45.15,44.84,44.88,54.36,3.14,3,0,0,0,0
2026-01-01T13:15:00,run_001,train,arc,normal,600.0,384.27,408.59,397.89,32.51,45.19,45.02,45.02,54.21,5.0,3,0,0,0,0
2026-01-01T13:20:00,run_001,train,arc,normal,600.0,396.22,393.61,397.5,32.51,45.56,45.07,45.09,53.62,1.74,0,0,0,0,0
2026-01-01T13:25:00,run_001,train,arc,normal,600.0,394.93,402.5,400.52,32.59,45.65,45.42,45.3,53.71,5.0,5,0,0,0,0
2026-01-01T13:30:00,run_001,train,arc,normal,600.0,414.86,399.9,404.55,32.56,46.03,45.58,45.68,53.44,3.69,4,0,0,0,0
2026-01-01T13:35:00,run_001,train,arc,normal,600.0,403.95,402.64,405.35,32.59,46.12,45.74,45.88,53.18,4.44,3,0,0,0,0
2026-01-01T13:40:00,run_001,train,arc,normal,600.0,402.07,407.48,404.75,32.65,46.29,45.88,46.08,52.94,3.61,4,0,0,0,0
2026-01-01T13:45:00,run_001,train,arc,normal,600.0,395.18,408.76,400.77,32.6,46.63,45.92,46.2,52.78,2.79,2,0,0,0,0
2026-01-01T13:50:00,run_001,train,arc,normal,600.0,406.12,413.87,402.22,32.67,47.03,46.05,46.35,53.22,3.91,6,0,0,0,0
2026-01-01T13:55:00,run_001,train,arc,normal,600.0,415.18,406.73,407.88,32.79,47.22,46.16,46.41,53.17,3.3,3,0,0,0,0
2026-01-01T14:00:00,run_001,train,arc,normal,600.0,425.85,422.0,422.98,32.8,47.53,46.33,46.74,53.35,5.77,7,0,0,0,0
2026-01-01T14:05:00,run_001,train,arc,normal,600.0,414.29,410.12,413.69,32.84,47.49,46.46,46.77,53.17,4.44,2,0,0,0,0
2026-01-01T14:10:00,run_001,train,arc,normal,600.0,413.48,419.98,406.37,32.81,47.66,46.72,46.65,53.66,3.81,4,0,0,0,0
2026-01-01T14:15:00,run_001,train,arc,normal,600.0,413.61,409.71,408.91,32.72,47.7,46.74,46.88,53.68,2.78,2,0,0,0,0
2026-01-01T14:20:00,run_001,train,arc,normal,600.0,409.13,405.96,405.86,32.7,47.82,46.48,46.81,53.54,2.1,3,0,0,0,0
2026-01-01T14:25:00,run_001,train,arc,normal,600.0,400.39,415.1,404.87,32.76,47.78,46.84,46.86,53.28,1.49,1,0,0,0,0
2026-01-01T14:30:00,run_001,train,arc,normal,600.0,412.39,402.92,409.56,32.77,47.47,46.91,46.86,53.25,4.64,3,0,0,0,0
2026-01-01T14:35:00,run_001,train,arc,normal,600.0,405.91,422.55,407.35,32.75,47.53,47.06,46.95,53.02,1.96,4,0,0,0,0
2026-01-01T14:40:00,run_001,train,arc,normal,600.0,400.03,411.05,412.97,32.8,47.56,47.13,47.06,52.97,3.22,9,0,0,0,0
2026-01-01T14:45:00,run_001,train,arc,normal,600.0,413.1,408.45,406.24,32.78,47.73,47.24,47.11,52.88,1.96,1,0,0,0,0
2026-01-01T14:50:00,run_001,train,arc,normal,600.0,412.09,403.32,412.49,32.77,47.93,47.24,47.11,53.17,5.9,8,0,0,0,0
2026-01-01T14:55:00,run_001,train,arc,normal,600.0,414.48,422.38,410.47,32.77,47.96,47.42,47.16,53.0,6.0,5,0,0,0,0
2026-01-01T15:00:00,run_001,train,arc,normal,600.0,405.81,417.07,419.59,32.7,47.89,47.56,47.3,52.67,3.63,3,0,0,0,0
2026-01-01T15:05:00,run_001,train,arc,normal,600.0,418.98,409.77,425.72,32.72,47.93,47.71,47.51,53.11,4.76,2,0,0,0,0
